,variable_code,label,concept,predicateType,group,attributes
4344,S2408_C05_010E,MEDIAN EARNINGS (DOLLARS) FOR MALE!!ESTIMATE!!PERCENT IMPUTED!!CLASS OF WORKER,CLASS OF WORKER BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2408,"S2408_C05_010EA,S2408_C05_010M,S2408_C05_010MA"
4345,S1101_C02_011E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!TOTAL HOUSEHOLDS!!SELECTED HOUSEHOLDS BY TYPE!!HOUSEHOLDS WITH ONE OR MORE PEOPLE 60 YEARS AND OVER,HOUSEHOLDS AND FAMILIES,float,S1101,"S1101_C02_011EA,S1101_C02_011M,S1101_C02_011MA"
4346,S2601APR_C02_109E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!ALL PEOPLE!!65 YEARS AND OVER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_109EA,S2601APR_C02_109M,S2601APR_C02_109MA"
4347,S1101_C02_012E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!TOTAL HOUSEHOLDS!!SELECTED HOUSEHOLDS BY TYPE!!HOUSEHOLDER LIVING ALONE,HOUSEHOLDS AND FAMILIES,float,S1101,"S1101_C02_012EA,S1101_C02_012M,S1101_C02_012MA"
4348,S2601B_C01_020E,TOTAL POPULATION!!ESTIMATE!!MEDIAN AGE (YEARS),CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_020EA,S2601B_C01_020M,S2601B_C01_020MA"
4349,S2601APR_C02_104E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MEDIAN EARNINGS (DOLLARS)!!FEMALE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,"S2601APR_C02_104EA,S2601APR_C02_104M,S2601APR_C02_104MA"
4350,S1101_C02_013E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!TOTAL HOUSEHOLDS!!SELECTED HOUSEHOLDS BY TYPE!!HOUSEHOLDER LIVING ALONE!!65 YEARS AND OVER,HOUSEHOLDS AND FAMILIES,float,S1101,"S1101_C02_013EA,S1101_C02_013M,S1101_C02_013MA"
4351,S0601_C03_046E,"NATIVE; BORN IN OTHER STATE IN THE U.S.!!ESTIMATE!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!POPULATION 15 YEARS AND OVER!!$75,000 OR MORE",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,float,S0601,"S0601_C03_046EA,S0601_C03_046M,S0601_C03_046MA"
4352,S0501_C05_005E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!5 TO 17 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_005EA,S0501_C05_005M,S0501_C05_005MA"
4353,S2601APR_C02_103E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MEDIAN EARNINGS (DOLLARS)!!MALE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,"S2601APR_C02_103EA,S2601APR_C02_103M,S2601APR_C02_103MA"
4354,S1101_C02_014E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!UNMARRIED-PARTNER HOUSEHOLDS!!SAME SEX,HOUSEHOLDS AND FAMILIES,int,S1101,"S1101_C02_014EA,S1101_C02_014M,S1101_C02_014MA"
4355,S0601_C03_045E,"NATIVE; BORN IN OTHER STATE IN THE U.S.!!ESTIMATE!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!POPULATION 15 YEARS AND OVER!!$65,000 TO $74,999",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,float,S0601,"S0601_C03_045EA,S0601_C03_045M,S0601_C03_045MA"
4356,S0501_C05_004E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!UNDER 5 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_004EA,S0501_C05_004M,S0501_C05_004MA"
4357,S2601APR_C02_102E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!MEAN EARNINGS (DOLLARS)!!FEMALE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,"S2601APR_C02_102EA,S2601APR_C02_102M,S2601APR_C02_102MA"
4358,S2601APR_C02_106E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!ALL PEOPLE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,float,S2601APR,"S2601APR_C02_106EA,S2601APR_C02_106M,S2601APR_C02_106MA"
4359,S0504_C02_041E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,"S0504_C02_041EA,S0504_C02_041M,S0504_C02_041MA"
4360,S1101_C02_015E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!UNMARRIED-PARTNER HOUSEHOLDS!!OPPOSITE SEX,HOUSEHOLDS AND FAMILIES,int,S1101,"S1101_C02_015EA,S1101_C02_015M,S1101_C02_015MA"
4361,S0601_C03_048E,NATIVE; BORN IN OTHER STATE IN THE U.S.!!ESTIMATE!!POVERTY STATUS IN THE PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,"S0601_C03_048EA,S0601_C03_048M,S0601_C03_048MA"
4362,S0501_C05_003E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!SEX AND AGE!!FEMALE,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_003EA,S0501_C05_003M,S0501_C05_003MA"
4363,S0501_C05_002E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!SEX AND AGE!!MALE,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_002EA,S0501_C05_002M,S0501_C05_002MA"
4364,S2601APR_C02_105E,TOTAL GROUP QUARTERS POPULATION!!ESTIMATE!!WITH FOOD STAMP/SNAP BENEFITS,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO,int,S2601APR,"S2601APR_C02_105EA,S2601APR_C02_105M,S2601APR_C02_105MA"
4365,S1101_C02_016E,MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!UNITS IN STRUCTURE!!1-UNIT STRUCTURES,HOUSEHOLDS AND FAMILIES,float,S1101,"S1101_C02_016EA,S1101_C02_016M,S1101_C02_016MA"
4366,S0504_C02_040E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!MARITAL STATUS!!POPULATION 15 YEARS AND OVER!!WIDOWED,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_040EA,S0504_C02_040M,S0504_C02_040MA"
4367,S0601_C03_047E,NATIVE; BORN IN OTHER STATE IN THE U.S.!!ESTIMATE!!MEDIAN INCOME (DOLLARS),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,"S0601_C03_047EA,S0601_C03_047M,S0601_C03_047MA"
4368,S2702_C01_102E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!100 TO 149 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_102EA,S2702_C01_102M,S2702_C01_102MA"
4369,S0504_C02_043E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!ELEMENTARY SCHOOL (GRADES K-8),"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_043EA,S0504_C02_043M,S0504_C02_043MA"
4370,S2601B_C01_025E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!ASIAN,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_025EA,S2601B_C01_025M,S2601B_C01_025MA"
4371,S0102_C01_103E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,"S0102_C01_103EA,S0102_C01_103M,S0102_C01_103MA"
4372,S0501_C05_009E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!55 TO 64 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_009EA,S0501_C05_009M,S0501_C05_009MA"
4373,S1251_C04_011E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!PRESENCE OF OWN CHILD UNDER 18 YEARS!!POPULATION IN HOUSEHOLDS!!WITH AN OWN CHILD UNDER 18 YEARS,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,float,S1251,"S1251_C04_011EA,S1251_C04_011M,S1251_C04_011MA"
4374,S2702_C01_103E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!150 TO 199 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_103EA,S2702_C01_103M,S2702_C01_103MA"
4375,S0504_C02_042E,"FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!NURSERY SCHOOL, PRESCHOOL","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_042EA,S0504_C02_042M,S0504_C02_042MA"
4376,S2601B_C01_026E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_026EA,S2601B_C01_026M,S2601B_C01_026MA"
4377,S0102_C01_102E,TOTAL!!ESTIMATE!!OWNER CHARACTERISTICS!!MEDIAN SELECTED MONTHLY OWNER COSTS WITHOUT A MORTGAGE (DOLLARS),POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,"S0102_C01_102EA,S0102_C01_102M,S0102_C01_102MA"
4378,S0501_C05_008E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!45 TO 54 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_008EA,S0501_C05_008M,S0501_C05_008MA"
4379,S1251_C04_010E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!PRESENCE OF OWN CHILD UNDER 18 YEARS!!POPULATION IN HOUSEHOLDS,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,int,S1251,"S1251_C04_010EA,S1251_C04_010M,S1251_C04_010MA"
4380,S0504_C02_045E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!COLLEGE OR GRADUATE SCHOOL,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_045EA,S0504_C02_045M,S0504_C02_045MA"
4381,S2702_C01_100E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!BELOW 50 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_100EA,S2702_C01_100M,S2702_C01_100MA"
4382,S2601B_C01_027E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!SOME OTHER RACE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_027EA,S2601B_C01_027M,S2601B_C01_027MA"
4383,S0102_C01_105E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 PERCENT OR MORE,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,"S0102_C01_105EA,S0102_C01_105M,S0102_C01_105MA"
4384,S2601B_C01_028E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!TWO OR MORE RACES,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C01_028EA,S2601B_C01_028M,S2601B_C01_028MA"
4385,S1251_C04_013E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!HOUSING TENURE!!POPULATION 15 YEARS AND OVER IN OCCUPIED HOUSING UNITS!!OWNER-OCCUPIED HOUSING UNITS,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,float,S1251,"S1251_C04_013EA,S1251_C04_013M,S1251_C04_013MA"
4386,S0501_C05_007E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!25 TO 44 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_007EA,S0501_C05_007M,S0501_C05_007MA"
4387,S2702_C01_101E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!50 TO 99 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_101EA,S2702_C01_101M,S2702_C01_101MA"
4388,S0504_C02_044E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!SCHOOL ENROLLMENT!!POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL!!HIGH SCHOOL (GRADES 9-12),"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_044EA,S0504_C02_044M,S0504_C02_044MA"
4389,S2601B_C01_029E,TOTAL POPULATION!!ESTIMATE!!HISPANIC OR LATINO (OF ANY RACE),CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_029EA,S2601B_C01_029M,S2601B_C01_029MA"
4390,S0102_C01_104E,TOTAL!!ESTIMATE!!RENTER-OCCUPIED HOUSING UNITS!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!LESS THAN 30 PERCENT,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,float,S0102,"S0102_C01_104EA,S0102_C01_104M,S0102_C01_104MA"
4391,S1251_C04_012E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!HOUSING TENURE!!POPULATION 15 YEARS AND OVER IN OCCUPIED HOUSING UNITS,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,int,S1251,"S1251_C04_012EA,S1251_C04_012M,S1251_C04_012MA"
4392,S0501_C05_006E,FOREIGN BORN; NOT A U.S. CITIZEN!!ESTIMATE!!18 TO 24 YEARS,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,"S0501_C05_006EA,S0501_C05_006M,S0501_C05_006MA"
4393,S2601B_C01_021E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,"S2601B_C01_021EA,S2601B_C01_021M,S2601B_C01_021MA"
4394,S2301_C04_012E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,EMPLOYMENT STATUS,float,S2301,"S2301_C04_012EA,S2301_C04_012M,S2301_C04_012MA"
4395,S0504_C02_047E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!LESS THAN HIGH SCHOOL GRADUATE,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_047EA,S0504_C02_047M,S0504_C02_047MA"
4396,S0504_C02_046E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,"S0504_C02_046EA,S0504_C02_046M,S0504_C02_046MA"
4397,S2601B_C01_022E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!WHITE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_022EA,S2601B_C01_022M,S2601B_C01_022MA"
4398,S0102_C01_106E,TOTAL!!ESTIMATE!!GROSS RENT!!MEDIAN GROSS RENT (DOLLARS),POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,"S0102_C01_106EA,S0102_C01_106M,S0102_C01_106MA"
4399,S2301_C04_011E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,EMPLOYMENT STATUS,float,S2301,"S2301_C04_011EA,S2301_C04_011M,S2301_C04_011MA"
4400,S2702_C01_104E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!200 TO 299 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_104EA,S2702_C01_104M,S2702_C01_104MA"
4401,S2601B_C01_023E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!BLACK OR AFRICAN AMERICAN,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_023EA,S2601B_C01_023M,S2601B_C01_023MA"
4402,S2301_C04_010E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!WHITE,EMPLOYMENT STATUS,float,S2301,"S2301_C04_010EA,S2301_C04_010M,S2301_C04_010MA"
4403,S0504_C02_049E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!SOME COLLEGE OR ASSOCIATE'S DEGREE,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_049EA,S0504_C02_049M,S0504_C02_049MA"
4404,S2601B_C01_024E,TOTAL POPULATION!!ESTIMATE!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!ONE RACE!!AMERICAN INDIAN AND ALASKA NATIVE,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,"S2601B_C01_024EA,S2601B_C01_024M,S2601B_C01_024MA"
4405,S2702_C01_105E,TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION!!ESTIMATE!!AT OR ABOVE 300 PERCENT OF THE POVERTY LEVEL,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,float,S2702,"S2702_C01_105EA,S2702_C01_105M,S2702_C01_105MA"
4406,S0504_C02_048E,FOREIGN BORN; BORN IN AFRICA!!ESTIMATE!!EDUCATIONAL ATTAINMENT!!POPULATION 25 YEARS AND OVER!!HIGH SCHOOL GRADUATE (INCLUDES EQUIVALENCY),"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",float,S0504,"S0504_C02_048EA,S0504_C02_048M,S0504_C02_048MA"
4407,S0502_C01_008E,TOTAL!!ESTIMATE!!WORLD REGION OF BIRTH OF FOREIGN BORN!!OCEANIA,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_008EA,S0502_C01_008M,S0502_C01_008MA"
4408,S2301_C04_016E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!TWO OR MORE RACES,EMPLOYMENT STATUS,float,S2301,"S2301_C04_016EA,S2301_C04_016M,S2301_C04_016MA"
4409,S0506_C02_062E,FOREIGN BORN; BORN IN LATIN AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!ARMED FORCES,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C02_062EA,S0506_C02_062M,S0506_C02_062MA"
4410,S1251_C04_007E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!LABOR FORCE PARTICIPATION!!POPULATION 16 YEARS AND OVER!!NOT IN LABOR FORCE,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,float,S1251,"S1251_C04_007EA,S1251_C04_007M,S1251_C04_007MA"
4411,S0901_C02_037E,IN MARRIED-COUPLE FAMILY HOUSEHOLD!!ESTIMATE!!HOUSING TENURE!!CHILDREN UNDER 18 YEARS IN OCCUPIED HOUSING UNITS!!IN RENTER-OCCUPIED HOUSING UNITS,CHILDREN CHARACTERISTICS,float,S0901,"S0901_C02_037EA,S0901_C02_037M,S0901_C02_037MA"
4412,S0502_C01_007E,TOTAL!!ESTIMATE!!WORLD REGION OF BIRTH OF FOREIGN BORN!!AFRICA,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_007EA,S0502_C01_007M,S0502_C01_007MA"
4413,S0506_C02_063E,FOREIGN BORN; BORN IN LATIN AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!NOT IN LABOR FORCE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C02_063EA,S0506_C02_063M,S0506_C02_063MA"
4414,S2301_C04_015E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!SOME OTHER RACE,EMPLOYMENT STATUS,float,S2301,"S2301_C04_015EA,S2301_C04_015M,S2301_C04_015MA"
4415,S1251_C04_006E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!LABOR FORCE PARTICIPATION!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,float,S1251,"S1251_C04_006EA,S1251_C04_006M,S1251_C04_006MA"
4416,S0502_C01_006E,TOTAL!!ESTIMATE!!WORLD REGION OF BIRTH OF FOREIGN BORN!!ASIA,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,float,S0502,"S0502_C01_006EA,S0502_C01_006M,S0502_C01_006MA"
4417,S1251_C04_009E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!POVERTY STATUS IN PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED!!BELOW POVERTY,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,float,S1251,"S1251_C04_009EA,S1251_C04_009M,S1251_C04_009MA"
4418,S0506_C02_060E,FOREIGN BORN; BORN IN LATIN AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C02_060EA,S0506_C02_060M,S0506_C02_060MA"
4419,S2301_C04_014E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER,EMPLOYMENT STATUS,float,S2301,"S2301_C04_014EA,S2301_C04_014M,S2301_C04_014MA"
4420,S2301_C04_013E,UNEMPLOYMENT RATE!!ESTIMATE!!RACE AND HISPANIC OR LATINO ORIGIN!!ONE RACE!!ASIAN,EMPLOYMENT STATUS,float,S2301,"S2301_C04_013EA,S2301_C04_013M,S2301_C04_013MA"
4421,S1251_C04_008E,DIVORCED IN THE LAST 12 MONTHS!!MALE!!ESTIMATE!!POVERTY STATUS IN PAST 12 MONTHS!!POPULATION FOR WHOM POVERTY STATUS IS DETERMINED,CHARACTERISTICS OF PEOPLE WITH A MARITAL EVENT IN THE LAST 12 MONTHS,int,S1251,"S1251_C04_008EA,S1251_C04_008M,S1251_C04_008MA"
4422,S0506_C02_061E,FOREIGN BORN; BORN IN LATIN AMERICA!!ESTIMATE!!EMPLOYMENT STATUS!!POPULATION 16 YEARS AND OVER!!IN LABOR FORCE!!CIVILIAN LABOR FORCE!!UNEMPLOYED!!PERCENT OF CIVILIAN LABOR FORCE,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,"S0506_C02_061EA,S0506_C02_061M,S0506_C02_061MA"
