,variable_code,label,concept,predicateType,group,limit,attributes,predicateOnly
4242,S2404_C05_013E,"Median earnings (dollars) for male!!Estimate!!Finance and insurance, and real estate and rental and leasing","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_013EA,S2404_C05_013M,S2404_C05_013MA",
4243,S0505_C05_068E,Foreign born; Born in South Eastern Asia!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_068EA,S0505_C05_068M,S0505_C05_068MA",
4244,S2504_C03_034E,"Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2504,0,"S2504_C03_034EA,S2504_C03_034M,S2504_C03_034MA",
4245,S1903_C02_026E,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1903,0,"S1903_C02_026EA,S1903_C02_026M,S1903_C02_026MA",
4246,S0502PR_C03_021E,Foreign born; Entered 2000 to 2009!!Estimate!!85 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,float,S0502PR,0,"S0502PR_C03_021EA,S0502PR_C03_021M,S0502PR_C03_021MA",
4247,S0505_C05_069E,"Foreign born; Born in South Eastern Asia!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_069EA,S0505_C05_069M,S0505_C05_069MA",
4248,S2404_C05_012E,Median earnings (dollars) for male!!Estimate!!Information,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_012EA,S2404_C05_012M,S2404_C05_012MA",
4249,S2504_C03_033E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Electricity,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2504,0,"S2504_C03_033EA,S2504_C03_033M,S2504_C03_033MA",
4250,S1903_C02_025E,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1903,0,"S1903_C02_025EA,S1903_C02_025M,S1903_C02_025MA",
4251,S0804_C01_089E,Total!!Estimate!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_089EA,S0804_C01_089M,S0804_C01_089MA",
4252,S0804_C01_094E,Total!!Estimate!!PERCENT IMPUTED!!Means of transportation to work,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_094EA,S0804_C01_094M,S0804_C01_094MA",
4253,S1810_C02_007E,With a disability!!Estimate!!Population 5 to 17 years!!With a vision difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_007EA,S1810_C02_007M,S1810_C02_007MA",
4254,S0505_C05_074E,"Foreign born; Born in South Eastern Asia!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_074EA,S0505_C05_074M,S0505_C05_074MA",
4255,S0506_C02_098E,Foreign born; Born in Latin America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C02_098EA,S0506_C02_098M,S0506_C02_098MA",
4256,S2702PR_C02_009E,Uninsured Population!!Estimate!!AGE!!18 to 64 years!!45 to 54 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_009EA,S2702PR_C02_009M,S2702PR_C02_009MA",
4257,S2401_C02_005E,"Male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_005EA,S2401_C02_005M,S2401_C02_005MA",
4258,S2302_C01_015E,Total!!Estimate!!WORK STATUS CHARACTERISTICS!!Families!!No workers in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_015EA,S2302_C01_015M,S2302_C01_015MA",
4259,S0804_C01_095E,Total!!Estimate!!PERCENT IMPUTED!!Time arriving at work from home,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_095EA,S0804_C01_095M,S0804_C01_095MA",
4260,S0505_C05_075E,Foreign born; Born in South Eastern Asia!!Estimate!!INDUSTRY!!Construction,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_075EA,S0505_C05_075M,S0505_C05_075MA",
4261,S1810_C02_008E,With a disability!!Estimate!!Population 5 to 17 years!!With a cognitive difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_008EA,S1810_C02_008M,S1810_C02_008MA",
4262,S0506_C02_099E,Foreign born; Born in Latin America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C02_099EA,S0506_C02_099M,S0506_C02_099MA",
4263,S2702PR_C02_008E,Uninsured Population!!Estimate!!AGE!!18 to 64 years!!35 to 44 years,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,float,S2702PR,0,"S2702PR_C02_008EA,S2702PR_C02_008M,S2702PR_C02_008MA",
4264,S2401_C02_004E,"Male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_004EA,S2401_C02_004M,S2401_C02_004MA",
4265,S2302_C01_016E,Total!!Estimate!!WORK STATUS CHARACTERISTICS!!Families!!1 worker in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_016EA,S2302_C01_016M,S2302_C01_016MA",
4266,S0804_C01_096E,Total!!Estimate!!PERCENT IMPUTED!!Travel time to work,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_096EA,S0804_C01_096M,S0804_C01_096MA",
4267,S2402_C05_030E,"Median earnings (dollars) for male!!Estimate!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_030EA,S2402_C05_030M,S2402_C05_030MA",
4268,S1810_C02_009E,With a disability!!Estimate!!Population 5 to 17 years!!With an ambulatory difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_009EA,S1810_C02_009M,S1810_C02_009MA",
4269,S0506_C02_096E,"Foreign born; Born in Latin America!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Female",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C02_096EA,S0506_C02_096M,S0506_C02_096MA",
4270,S0505_C05_076E,Foreign born; Born in South Eastern Asia!!Estimate!!INDUSTRY!!Manufacturing,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_076EA,S0505_C05_076M,S0505_C05_076MA",
4271,S2302_C01_017E,Total!!Estimate!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months,EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_017EA,S2302_C01_017M,S2302_C01_017MA",
4272,S2401_C02_007E,"Male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_007EA,S2401_C02_007M,S2401_C02_007MA",
4273,S0804_C01_097E,Total!!Estimate!!PERCENT IMPUTED!!Vehicles available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_097EA,S0804_C01_097M,S0804_C01_097MA",
4274,S2402_C05_031E,"Median earnings (dollars) for male!!Estimate!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_031EA,S2402_C05_031M,S2402_C05_031MA",
4275,S0506_C02_097E,Foreign born; Born in Latin America!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Households,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C02_097EA,S0506_C02_097M,S0506_C02_097MA",
4276,S0505_C05_077E,Foreign born; Born in South Eastern Asia!!Estimate!!INDUSTRY!!Wholesale trade,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_077EA,S0505_C05_077M,S0505_C05_077MA",
4277,S2302_C01_018E,Total!!Estimate!!Married-couple families,EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_018EA,S2302_C01_018M,S2302_C01_018MA",
4278,S2401_C02_006E,"Male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_006EA,S2401_C02_006M,S2401_C02_006MA",
4279,S2402_C05_032E,"Median earnings (dollars) for male!!Estimate!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_032EA,S2402_C05_032M,S2402_C05_032MA",
4280,S2404_C05_007E,Median earnings (dollars) for male!!Estimate!!Wholesale trade,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_007EA,S2404_C05_007M,S2404_C05_007MA",
4281,S0804_C01_090E,Total!!Estimate!!VEHICLES AVAILABLE!!No vehicle available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_090EA,S0804_C01_090M,S0804_C01_090MA",
4282,S0505_C05_070E,Foreign born; Born in South Eastern Asia!!Estimate!!OCCUPATION!!Service occupations,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_070EA,S0505_C05_070M,S0505_C05_070MA",
4283,S2302_C01_011E,"Total!!Estimate!!Other families!!Male householder, no wife present",EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_011EA,S2302_C01_011M,S2302_C01_011MA",
4284,S1810_C02_003E,With a disability!!Estimate!!Population under 5 years!!With a hearing difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_003EA,S1810_C02_003M,S1810_C02_003MA",
4285,S0506_C02_094E,"Foreign born; Born in Latin America!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C02_094EA,S0506_C02_094M,S0506_C02_094MA",
4286,S2401_C02_001E,Male!!Estimate!!Civilian employed population 16 years and over,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_001EA,S2401_C02_001M,S2401_C02_001MA",
4287,S2402_C05_033E,"Median earnings (dollars) for male!!Estimate!!Production, transportation, and material moving occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_033EA,S2402_C05_033M,S2402_C05_033MA",
4288,S0804_C01_091E,Total!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_091EA,S0804_C01_091M,S0804_C01_091MA",
4289,S0505_C05_071E,Foreign born; Born in South Eastern Asia!!Estimate!!OCCUPATION!!Sales and office occupations,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_071EA,S0505_C05_071M,S0505_C05_071MA",
4290,S2404_C05_006E,Median earnings (dollars) for male!!Estimate!!Manufacturing,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_006EA,S2404_C05_006M,S2404_C05_006MA",
4291,S2302_C01_012E,"Total!!Estimate!!Other families!!Male householder, no wife present!!In labor force",EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_012EA,S2302_C01_012M,S2302_C01_012MA",
4292,S0506_C02_095E,"Foreign born; Born in Latin America!!Estimate!!Median earnings (dollars) for full-time, year-round workers!!Male",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C02_095EA,S0506_C02_095M,S0506_C02_095MA",
4293,S1810_C02_004E,With a disability!!Estimate!!Population under 5 years!!With a vision difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_004EA,S1810_C02_004M,S1810_C02_004MA",
4294,S1903_C02_030E,Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS),int,S1903,0,"S1903_C02_030EA,S1903_C02_030M,S1903_C02_030MA",
4295,S2402_C05_034E,"Median earnings (dollars) for male!!Estimate!!Production, transportation, and material moving occupations!!Production occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_034EA,S2402_C05_034M,S2402_C05_034MA",
4296,S0804_C01_092E,Total!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_092EA,S0804_C01_092M,S0804_C01_092MA",
4297,S2404_C05_009E,"Median earnings (dollars) for male!!Estimate!!Transportation and warehousing, and utilities","INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_009EA,S2404_C05_009M,S2404_C05_009MA",
4298,S0505_C05_072E,"Foreign born; Born in South Eastern Asia!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_072EA,S0505_C05_072M,S0505_C05_072MA",
4299,S0506_C02_092E,"Foreign born; Born in Latin America!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C02_092EA,S0506_C02_092M,S0506_C02_092MA",
4300,S1810_C02_005E,With a disability!!Estimate!!Population 5 to 17 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_005EA,S1810_C02_005M,S1810_C02_005MA",
4301,S2302_C01_013E,"Total!!Estimate!!Other families!!Male householder, no wife present!!Not in labor force",EMPLOYMENT CHARACTERISTICS OF FAMILIES,float,S2302,0,"S2302_C01_013EA,S2302_C01_013M,S2302_C01_013MA",
4302,S2401_C02_003E,"Male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_003EA,S2401_C02_003M,S2401_C02_003MA",
4303,S2402_C05_035E,"Median earnings (dollars) for male!!Estimate!!Production, transportation, and material moving occupations!!Transportation occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_035EA,S2402_C05_035M,S2402_C05_035MA",
4304,S2504_C03_029E,Renter-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS,float,S2504,0,"S2504_C03_029EA,S2504_C03_029M,S2504_C03_029MA",
4305,S0804_C01_093E,Total!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY,float,S0804,0,"S0804_C01_093EA,S0804_C01_093M,S0804_C01_093MA",
4306,S2404_C05_008E,Median earnings (dollars) for male!!Estimate!!Retail trade,"INDUSTRY BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2404,0,"S2404_C05_008EA,S2404_C05_008M,S2404_C05_008MA",
4307,S1810_C02_006E,With a disability!!Estimate!!Population 5 to 17 years!!With a hearing difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C02_006EA,S1810_C02_006M,S1810_C02_006MA",
4308,S0505_C05_073E,"Foreign born; Born in South Eastern Asia!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,float,S0505,0,"S0505_C05_073EA,S0505_C05_073M,S0505_C05_073MA",
4309,S0506_C02_093E,"Foreign born; Born in Latin America!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,float,S0506,0,"S0506_C02_093EA,S0506_C02_093M,S0506_C02_093MA",
4310,S2302_C01_014E,Total!!Estimate!!WORK STATUS CHARACTERISTICS!!Families,EMPLOYMENT CHARACTERISTICS OF FAMILIES,int,S2302,0,"S2302_C01_014EA,S2302_C01_014M,S2302_C01_014MA",
4311,S2401_C02_002E,"Male!!Estimate!!Management, business, science, and arts occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,float,S2401,0,"S2401_C02_002EA,S2401_C02_002M,S2401_C02_002MA",
4312,S2402_C05_036E,"Median earnings (dollars) for male!!Estimate!!Production, transportation, and material moving occupations!!Material moving occupations","OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_036EA,S2402_C05_036M,S2402_C05_036MA",
4313,S2702PR_C02_001E,Uninsured Population!!Estimate!!Total population,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO,int,S2702PR,0,"S2702PR_C02_001EA,S2702PR_C02_001M,S2702PR_C02_001MA",
4314,S2601B_C01_081E,Total population!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Other,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,float,S2601B,0,"S2601B_C01_081EA,S2601B_C01_081M,S2601B_C01_081MA",
4315,S0501_C05_041E,Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C05_041EA,S0501_C05_041M,S0501_C05_041MA",
4316,S2402_C05_037E,Median earnings (dollars) for male!!Estimate!!PERCENT IMPUTED!!Occupation,"OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C05_037EA,S2402_C05_037M,S2402_C05_037MA",
4317,S2601B_C01_082E,Total population!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C01_082EA,S2601B_C01_082M,S2601B_C01_082MA",
4318,S0501_C05_040E,Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,float,S0501,0,"S0501_C05_040EA,S0501_C05_040M,S0501_C05_040MA",
