,variable_code,label_14,label_19,label_same,label_14_diff,label_19_diff
283,DP02_0054PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'KINDERGARTEN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'NURSERY SCHOOL, PRESCHOOL']","['SCHOOL ENROLLMENT', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL']",['KINDERGARTEN'],"['NURSERY SCHOOL, PRESCHOOL']"
284,DP02_0069PM,"['PERCENT MARGIN OF ERROR', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER', 'CIVILIAN VETERANS']","['PERCENT MARGIN OF ERROR', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER']","['VETERAN STATUS', 'PERCENT MARGIN OF ERROR', 'CIVILIAN POPULATION 18 YEARS AND OVER']",['CIVILIAN VETERANS'],[]
285,DP02_0132PM,"['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'GREEK']","['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'GERMAN']","['PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION']",['GREEK'],['GERMAN']
286,DP02_0069PE,"['PERCENT', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER', 'CIVILIAN VETERANS']","['PERCENT', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER']","['VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER', 'PERCENT']",['CIVILIAN VETERANS'],[]
287,DP02_0079M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'SAME HOUSE']","['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'MARGIN OF ERROR']",['SAME HOUSE'],[]
288,DP02_0079E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'SAME HOUSE']","['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['RESIDENCE 1 YEAR AGO', 'ESTIMATE', 'POPULATION 1 YEAR AND OVER']",['SAME HOUSE'],[]
289,DP02_0056MA,"['ANNOTATION OF MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'HIGH SCHOOL (GRADES 9-12)']","['ANNOTATION OF MARGIN OF ERROR', 'SCHOOL ENROLLMENT', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL', 'ELEMENTARY SCHOOL (GRADES 1-8)']","['SCHOOL ENROLLMENT', 'ANNOTATION OF MARGIN OF ERROR', 'POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL']",['HIGH SCHOOL (GRADES 9-12)'],['ELEMENTARY SCHOOL (GRADES 1-8)']
290,DP02_0150EA,"['ANNOTATION OF ESTIMATE', 'COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)']",['ANNOTATION OF ESTIMATE'],"['COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)', 'ANCESTRY', 'TOTAL POPULATION']"
291,DP02_0147PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'UKRAINIAN']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SWISS']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['UKRAINIAN'],['SWISS']
292,DP02_0078M,"['MARGIN OF ERROR', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",['MARGIN OF ERROR'],"['RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['WITH A DISABILITY', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']"
293,DP02_0078E,"['ESTIMATE', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']",['ESTIMATE'],"['RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER']","['65 YEARS AND OVER', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']"
294,DP02_0145MA,"['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SWEDISH']","['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'SUBSAHARAN AFRICAN']","['ANNOTATION OF MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['SWEDISH'],['SUBSAHARAN AFRICAN']
295,DP02_0091PEA,"['ANNOTATION OF PERCENT', 'PLACE OF BIRTH', 'TOTAL POPULATION', 'NATIVE', 'BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S)']","['ANNOTATION OF PERCENT', 'PLACE OF BIRTH', 'TOTAL POPULATION', 'NATIVE', 'BORN IN UNITED STATES', 'DIFFERENT STATE']","['PLACE OF BIRTH', 'NATIVE', 'TOTAL POPULATION', 'ANNOTATION OF PERCENT']","['BORN IN PUERTO RICO, U.S. ISLAND AREAS, OR BORN ABROAD TO AMERICAN PARENT(S)']","['DIFFERENT STATE', 'BORN IN UNITED STATES']"
296,DP02_0077M,"['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",['WITH A DISABILITY'],[]
297,DP02_0107PEA,"['ANNOTATION OF PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'OCEANIA']","['ANNOTATION OF PERCENT', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'AFRICA']","['FOREIGN-BORN POPULATION, EXCLUDING POPULATION BORN AT SEA', 'WORLD REGION OF BIRTH OF FOREIGN BORN', 'ANNOTATION OF PERCENT']",['OCEANIA'],['AFRICA']
298,DP02_0077E,"['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER', 'WITH A DISABILITY']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']",['WITH A DISABILITY'],[]
299,DP02_0101PE,"['PERCENT', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['PERCENT', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN']","['YEAR OF ENTRY', 'FOREIGN BORN', 'PERCENT']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
300,DP02_0076M,"['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS', 'WITH A DISABILITY']","['DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'MARGIN OF ERROR']",['65 YEARS AND OVER'],"['WITH A DISABILITY', '18 TO 64 YEARS']"
301,DP02_0101PM,"['PERCENT MARGIN OF ERROR', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['PERCENT MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN']","['YEAR OF ENTRY', 'PERCENT MARGIN OF ERROR', 'FOREIGN BORN']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
302,DP02_0076E,"['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '65 YEARS AND OVER']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS', 'WITH A DISABILITY']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION']",['65 YEARS AND OVER'],"['18 TO 64 YEARS', 'WITH A DISABILITY']"
303,DP02_0043EA,"['ANNOTATION OF ESTIMATE', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['ANNOTATION OF ESTIMATE', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 35 TO 50 YEARS OLD']",['ANNOTATION OF ESTIMATE'],"['GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['PER 1,000 WOMEN 35 TO 50 YEARS OLD', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']"
304,DP02_0025PM,"['PERCENT MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']","['PERCENT MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER']","['MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'PERCENT MARGIN OF ERROR']",['NEVER MARRIED'],[]
305,DP02_0012MA,"['ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'NONFAMILY HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE', '65 YEARS AND OVER']","['ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT', 'HOUSEHOLDER LIVING ALONE']","['TOTAL HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE', 'ANNOTATION OF MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE']","['NONFAMILY HOUSEHOLDS', '65 YEARS AND OVER']","['FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']"
306,DP02_0075M,"['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS', 'WITH A DISABILITY']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']",['WITH A DISABILITY'],[]
307,DP02_0002PEA,"['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FAMILY HOUSEHOLDS (FAMILIES)']","['ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'MARRIED-COUPLE FAMILY']","['TOTAL HOUSEHOLDS', 'ANNOTATION OF PERCENT', 'HOUSEHOLDS BY TYPE']",['FAMILY HOUSEHOLDS (FAMILIES)'],['MARRIED-COUPLE FAMILY']
308,DP02_0075E,"['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS', 'WITH A DISABILITY']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']",['WITH A DISABILITY'],[]
309,DP02_0025PE,"['PERCENT', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'NEVER MARRIED']","['PERCENT', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER']","['MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'PERCENT']",['NEVER MARRIED'],[]
310,DP02_0073M,"['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS', 'WITH A DISABILITY']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS']","['UNDER 18 YEARS', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'MARGIN OF ERROR']",['WITH A DISABILITY'],[]
311,DP02_0069MA,"['ANNOTATION OF MARGIN OF ERROR', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER', 'CIVILIAN VETERANS']","['ANNOTATION OF MARGIN OF ERROR', 'VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER']","['VETERAN STATUS', 'CIVILIAN POPULATION 18 YEARS AND OVER', 'ANNOTATION OF MARGIN OF ERROR']",['CIVILIAN VETERANS'],[]
312,DP02_0074M,"['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']","['MARGIN OF ERROR', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS', 'WITH A DISABILITY']","['DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'MARGIN OF ERROR']",['18 TO 64 YEARS'],"['UNDER 18 YEARS', 'WITH A DISABILITY']"
313,DP02_0066PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'PERCENT HIGH SCHOOL GRADUATE OR HIGHER']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'GRADUATE OR PROFESSIONAL DEGREE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'EDUCATIONAL ATTAINMENT']",['PERCENT HIGH SCHOOL GRADUATE OR HIGHER'],"['POPULATION 25 YEARS AND OVER', 'GRADUATE OR PROFESSIONAL DEGREE']"
314,DP02_0074E,"['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', '18 TO 64 YEARS']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS', 'WITH A DISABILITY']","['ESTIMATE', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION']",['18 TO 64 YEARS'],"['UNDER 18 YEARS', 'WITH A DISABILITY']"
315,DP02_0072PEA,"['ANNOTATION OF PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'UNDER 18 YEARS']","['ANNOTATION OF PERCENT', 'DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION', 'WITH A DISABILITY']","['DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION', 'ANNOTATION OF PERCENT']",['UNDER 18 YEARS'],"['WITH A DISABILITY', 'TOTAL CIVILIAN NONINSTITUTIONALIZED POPULATION']"
316,DP02_0128EA,"['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'ENGLISH']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION', 'DUTCH']","['ANNOTATION OF ESTIMATE', 'ANCESTRY', 'TOTAL POPULATION']",['ENGLISH'],['DUTCH']
317,DP02_0043PE,"['PERCENT', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['PERCENT', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 35 TO 50 YEARS OLD']",['PERCENT'],"['GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['PER 1,000 WOMEN 35 TO 50 YEARS OLD', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']"
318,DP02_0030MA,"['ANNOTATION OF MARGIN OF ERROR', 'MARITAL STATUS', 'FEMALES 15 YEARS AND OVER']","['ANNOTATION OF MARGIN OF ERROR', 'MARITAL STATUS', 'MALES 15 YEARS AND OVER', 'DIVORCED']","['MARITAL STATUS', 'ANNOTATION OF MARGIN OF ERROR']",['FEMALES 15 YEARS AND OVER'],"['DIVORCED', 'MALES 15 YEARS AND OVER']"
319,DP02_0102M,"['MARGIN OF ERROR', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED BEFORE 2010']","['MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['YEAR OF ENTRY', 'FOREIGN BORN', 'MARGIN OF ERROR']",['ENTERED BEFORE 2010'],"['POPULATION BORN OUTSIDE THE UNITED STATES', 'ENTERED 2010 OR LATER']"
320,DP02_0023PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'NONRELATIVES', 'UNMARRIED PARTNER']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'RELATIONSHIP', 'POPULATION IN HOUSEHOLDS', 'OTHER RELATIVES']","['RELATIONSHIP', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'POPULATION IN HOUSEHOLDS']","['UNMARRIED PARTNER', 'NONRELATIVES']",['OTHER RELATIVES']
321,DP02_0043PM,"['PERCENT MARGIN OF ERROR', 'GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['PERCENT MARGIN OF ERROR', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS', 'PER 1,000 WOMEN 35 TO 50 YEARS OLD']",['PERCENT MARGIN OF ERROR'],"['GRANDPARENTS', 'NUMBER OF GRANDPARENTS LIVING WITH OWN GRANDCHILDREN UNDER 18 YEARS']","['PER 1,000 WOMEN 35 TO 50 YEARS OLD', 'FERTILITY', 'NUMBER OF WOMEN 15 TO 50 YEARS OLD WHO HAD A BIRTH IN THE PAST 12 MONTHS']"
322,DP02_0102E,"['ESTIMATE', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED BEFORE 2010']","['ESTIMATE', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['YEAR OF ENTRY', 'ESTIMATE', 'FOREIGN BORN']",['ENTERED BEFORE 2010'],"['POPULATION BORN OUTSIDE THE UNITED STATES', 'ENTERED 2010 OR LATER']"
323,DP02_0084PEA,"['ANNOTATION OF PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'DIFFERENT STATE']","['ANNOTATION OF PERCENT', 'RESIDENCE 1 YEAR AGO', 'POPULATION 1 YEAR AND OVER', 'DIFFERENT HOUSE IN THE U.S.', 'DIFFERENT COUNTY', 'SAME STATE']","['DIFFERENT COUNTY', 'RESIDENCE 1 YEAR AGO', 'DIFFERENT HOUSE IN THE U.S.', 'POPULATION 1 YEAR AND OVER', 'ANNOTATION OF PERCENT']",['DIFFERENT STATE'],['SAME STATE']
324,DP02_0011PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'NONFAMILY HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE', 'TOTAL HOUSEHOLDS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT', 'WITH OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS']","['TOTAL HOUSEHOLDS', 'ANNOTATION OF PERCENT MARGIN OF ERROR', 'HOUSEHOLDS BY TYPE']","['NONFAMILY HOUSEHOLDS', 'HOUSEHOLDER LIVING ALONE']","['WITH OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS', 'FEMALE HOUSEHOLDER, NO SPOUSE/PARTNER PRESENT']"
325,DP02_0101M,"['MARGIN OF ERROR', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN']","['YEAR OF ENTRY', 'FOREIGN BORN', 'MARGIN OF ERROR']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
326,DP02_0149PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'WELSH']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)'],['WELSH']
327,DP02_0087MA,"['ANNOTATION OF MARGIN OF ERROR', 'PLACE OF BIRTH', 'TOTAL POPULATION', 'NATIVE']","['ANNOTATION OF MARGIN OF ERROR', 'PLACE OF BIRTH', 'TOTAL POPULATION']","['PLACE OF BIRTH', 'ANNOTATION OF MARGIN OF ERROR', 'TOTAL POPULATION']",['NATIVE'],[]
328,DP02_0101E,"['ESTIMATE', 'YEAR OF ENTRY', 'FOREIGN BORN', 'ENTERED 2010 OR LATER']","['ESTIMATE', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'FOREIGN BORN']","['YEAR OF ENTRY', 'ESTIMATE', 'FOREIGN BORN']",['ENTERED 2010 OR LATER'],['POPULATION BORN OUTSIDE THE UNITED STATES']
329,DP02_0060PEA,"['ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', '9TH TO 12TH GRADE, NO DIPLOMA']","['ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'LESS THAN 9TH GRADE']","['POPULATION 25 YEARS AND OVER', 'ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT']","['9TH TO 12TH GRADE, NO DIPLOMA']",['LESS THAN 9TH GRADE']
330,DP02_0125PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'CZECH']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'ARAB']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'TOTAL POPULATION', 'ANCESTRY']",['CZECH'],['ARAB']
331,DP02_0096PEA,"['ANNOTATION OF PERCENT', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES']","['ANNOTATION OF PERCENT', 'U.S. CITIZENSHIP STATUS', 'FOREIGN-BORN POPULATION', 'NOT A U.S. CITIZEN']",['ANNOTATION OF PERCENT'],"['POPULATION BORN OUTSIDE THE UNITED STATES', 'YEAR OF ENTRY']","['FOREIGN-BORN POPULATION', 'U.S. CITIZENSHIP STATUS', 'NOT A U.S. CITIZEN']"
332,DP02_0100M,"['MARGIN OF ERROR', 'YEAR OF ENTRY', 'FOREIGN BORN']","['MARGIN OF ERROR', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE', 'ENTERED BEFORE 2010']","['YEAR OF ENTRY', 'MARGIN OF ERROR']",['FOREIGN BORN'],"['ENTERED BEFORE 2010', 'NATIVE', 'POPULATION BORN OUTSIDE THE UNITED STATES']"
333,DP02_0100E,"['ESTIMATE', 'YEAR OF ENTRY', 'FOREIGN BORN']","['ESTIMATE', 'YEAR OF ENTRY', 'POPULATION BORN OUTSIDE THE UNITED STATES', 'NATIVE', 'ENTERED BEFORE 2010']","['YEAR OF ENTRY', 'ESTIMATE']",['FOREIGN BORN'],"['ENTERED BEFORE 2010', 'NATIVE', 'POPULATION BORN OUTSIDE THE UNITED STATES']"
334,DP02_0059PEA,"['ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER', 'LESS THAN 9TH GRADE']","['ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT', 'POPULATION 25 YEARS AND OVER']","['POPULATION 25 YEARS AND OVER', 'ANNOTATION OF PERCENT', 'EDUCATIONAL ATTAINMENT']",['LESS THAN 9TH GRADE'],[]
335,DP02_0150MA,"['ANNOTATION OF MARGIN OF ERROR', 'COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['ANNOTATION OF MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)']",['ANNOTATION OF MARGIN OF ERROR'],"['COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)', 'ANCESTRY', 'TOTAL POPULATION']"
336,DP02_0150PMA,"['ANNOTATION OF PERCENT MARGIN OF ERROR', 'COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['ANNOTATION OF PERCENT MARGIN OF ERROR', 'ANCESTRY', 'TOTAL POPULATION', 'WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)']",['ANNOTATION OF PERCENT MARGIN OF ERROR'],"['COMPUTERS AND INTERNET USE', 'TOTAL HOUSEHOLDS']","['WEST INDIAN (EXCLUDING HISPANIC ORIGIN GROUPS)', 'ANCESTRY', 'TOTAL POPULATION']"
